-374.2443 -124.9719
-374.2443 -74.9939
-374.2443 -24.9998
-374.2443 24.9998
-374.2443 74.9939
-374.2443 124.9719
-324.5073 -224.8361
-324.5073 -174.9228
-324.5073 -124.9719
-324.5073 -74.9939
-324.5073 -24.9998
-324.5073 24.9998
-324.5073 74.9939
-324.5073 124.9719
-324.5073 174.9228
-324.5073 224.8361
-274.7011 -274.7011
-274.7011 -224.8361
-274.7011 -174.9228
-274.7011 -124.9719
-274.7011 124.9719
-274.7011 174.9228
-274.7011 224.8361
-274.7011 274.7011
-224.8361 -324.5073
-224.8361 -274.7011
-224.8361 -224.8361
-224.8361 224.8361
-224.8361 274.7011
-224.8361 324.5073
-174.9228 -324.5073
-174.9228 -274.7011
-174.9228 274.7011
-174.9228 324.5073
-124.9719 -374.2443
-124.9719 -324.5073
-124.9719 -274.7011
-124.9719 274.7011
-124.9719 324.5073
-124.9719 374.2443
-74.9939 -374.2443
-74.9939 -324.5073
-74.9939 324.5073
-74.9939 374.2443
-24.9998 -374.2443
-24.9998 -324.5073
-24.9998 324.5073
-24.9998 374.2443
24.9998 -374.2443
24.9998 -324.5073
24.9998 324.5073
24.9998 374.2443
74.9939 -374.2443
74.9939 -324.5073
74.9939 324.5073
74.9939 374.2443
124.9719 -374.2443
124.9719 -324.5073
124.9719 -274.7011
124.9719 274.7011
124.9719 324.5073
124.9719 374.2443
174.9228 -324.5073
174.9228 -274.7011
174.9228 274.7011
174.9228 324.5073
224.8361 -324.5073
224.8361 -274.7011
224.8361 -224.8361
224.8361 224.8361
224.8361 274.7011
224.8361 324.5073
274.7011 -274.7011
274.7011 -224.8361
274.7011 -174.9228
274.7011 -124.9719
274.7011 124.9719
274.7011 174.9228
274.7011 224.8361
274.7011 274.7011
324.5073 -224.8361
324.5073 -174.9228
324.5073 -124.9719
324.5073 -74.9939
324.5073 -24.9998
324.5073 24.9998
324.5073 74.9939
324.5073 124.9719
324.5073 174.9228
324.5073 224.8361
374.2443 -124.9719
374.2443 -74.9939
374.2443 -24.9998
374.2443 24.9998
374.2443 74.9939
374.2443 124.9719
